contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,side,expiration,spot,timestamp
SPY260320C00820000,2025-10-17 17:08:03+00:00,820.0,0.29,0.31,0.32,0.0,0.0,72.0,2261.0,0.14002324829101562,False,REGULAR,USD,call,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320C00825000,2025-10-17 13:48:39+00:00,825.0,0.28,0.27,0.28,0.0,0.0,2.0,671.0,0.14112187011718752,False,REGULAR,USD,call,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320C00830000,2025-10-17 19:58:24+00:00,830.0,0.21,0.24,0.25,0.0,0.0,100.0,548.0,0.14258669921875,False,REGULAR,USD,call,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320C00835000,2025-10-17 18:18:35+00:00,835.0,0.2,0.2,0.21,0.0,0.0,2.0,481.0,0.14283083740234376,False,REGULAR,USD,call,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320C00840000,2025-10-20 13:52:27+00:00,840.0,0.18,0.18,0.19,0.02000001,12.500007,1.0,931.0,0.14441773559570312,False,REGULAR,USD,call,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320C00845000,2025-10-16 18:09:16+00:00,845.0,0.18,0.16,0.17,0.0,0.0,54.0,423.0,0.14576049560546872,False,REGULAR,USD,call,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320C00850000,2025-10-20 18:00:20+00:00,850.0,0.15,0.14,0.15,0.02000001,15.384624,141.0,7515.0,0.14673704833984375,False,REGULAR,USD,call,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00245000,2025-10-20 17:35:45+00:00,245.0,0.36,0.35,0.36,-0.109999985,-23.404251,275.0,22699.0,0.6320837573242188,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00250000,2025-10-17 18:58:18+00:00,250.0,0.52,0.37,0.38,0.0,0.0,112.0,6822.0,0.624027197265625,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00255000,2025-10-10 19:33:56+00:00,255.0,0.49,0.39,0.4,0.0,0.0,2.0,808.0,0.6162147753906251,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00260000,2025-10-17 14:30:55+00:00,260.0,0.58,0.41,0.42,0.0,0.0,20.0,2212.0,0.6079140771484376,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00265000,2025-10-16 17:41:54+00:00,265.0,0.61,0.43,0.45,0.0,0.0,300.0,406.0,0.6008340698242189,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00270000,2025-10-17 19:01:31+00:00,270.0,0.61,0.46,0.47,0.0,0.0,2.0,3192.0,0.5935099243164064,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00275000,2025-10-17 14:17:07+00:00,275.0,0.66,0.48,0.49,0.0,0.0,5.0,891.0,0.5854533642578125,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00280000,2025-10-17 13:53:36+00:00,280.0,0.72,0.5,0.51,0.0,0.0,1.0,2298.0,0.577152666015625,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00285000,2025-10-17 15:26:38+00:00,285.0,0.79,0.53,0.54,0.0,0.0,1.0,669.0,0.5705609350585938,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00290000,2025-10-17 19:21:23+00:00,290.0,0.61,0.55,0.56,-0.099999964,-14.084502,1.0,1399.0,0.5625043750000001,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00295000,2025-10-10 19:54:27+00:00,295.0,0.74,0.58,0.59,0.0,0.0,158.0,1816.0,0.5554243676757813,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00300000,2025-10-20 13:30:00+00:00,300.0,0.62,0.61,0.62,-0.26,-29.545454,4.0,4679.0,0.5485884985351563,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00305000,2025-10-20 17:51:08+00:00,305.0,0.65,0.63,0.64,-0.04000002,-5.7971044,7.0,1493.0,0.5405319384765627,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00310000,2025-10-20 14:53:48+00:00,310.0,0.67,0.66,0.67,-0.060000002,-8.219178,5.0,450.0,0.5334519311523438,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00315000,2025-10-16 18:12:13+00:00,315.0,1.02,0.69,0.7,0.0,0.0,51.0,1249.0,0.526371923828125,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00320000,2025-10-20 17:23:28+00:00,320.0,0.74,0.72,0.73,-0.36,-32.727272,4.0,3299.0,0.5192919165039063,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00325000,2025-10-20 14:20:49+00:00,325.0,0.81,0.76,0.77,-0.27000004,-25.000002,1.0,1298.0,0.5131884619140624,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00330000,2025-10-20 17:11:05+00:00,330.0,0.8,0.79,0.8,-0.40000004,-33.333336,1.0,562.0,0.5059863854980469,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00335000,2025-10-20 14:19:47+00:00,335.0,0.88,0.82,0.84,-0.15999997,-15.384612,2.0,782.0,0.5001270690917969,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00340000,2025-10-17 18:23:35+00:00,340.0,1.16,0.86,0.87,0.0,0.0,5.0,523.0,0.4929249926757813,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00345000,2025-10-20 15:09:33+00:00,345.0,0.91,0.9,0.91,-0.23999995,-20.86956,22.0,921.0,0.4864553308105469,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00350000,2025-10-20 17:54:44+00:00,350.0,0.95,0.94,0.95,-0.19,-16.666666,31.0,1874.0,0.47998566894531247,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00355000,2025-10-20 13:49:44+00:00,355.0,1.05,0.98,0.99,-0.45000005,-30.000002,1.0,3057.0,0.4733939379882813,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00360000,2025-10-16 19:39:48+00:00,360.0,1.58,1.02,1.03,0.0,0.0,10.0,354.0,0.46680220703125,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00365000,2025-10-14 14:13:14+00:00,365.0,1.17,1.06,1.07,-0.18000007,-13.333339,1.0,324.0,0.4600884069824219,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00370000,2025-10-20 17:18:09+00:00,370.0,1.12,1.1,1.12,-0.34000003,-23.287674,27.0,414.0,0.454107021484375,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00375000,2025-10-20 13:35:48+00:00,375.0,1.2,1.15,1.16,-0.21999991,-15.492951,2.0,965.0,0.44739322143554683,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00380000,2025-10-17 17:22:42+00:00,380.0,1.71,1.2,1.21,0.0,0.0,3.0,10311.0,0.44116769775390624,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00385000,2025-10-17 13:58:32+00:00,385.0,1.35,1.25,1.26,-0.40999997,-23.295452,1.0,1831.0,0.43494217407226565,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00390000,2025-10-20 13:41:11+00:00,390.0,1.41,1.3,1.31,-0.01999998,-1.3986001,1.0,1028.0,0.428716650390625,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00395000,2025-10-15 15:09:06+00:00,395.0,1.5,1.35,1.36,0.0,0.0,4.0,3504.0,0.42236905761718746,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00400000,2025-10-20 16:24:18+00:00,400.0,1.45,1.4,1.41,-0.37,-20.32967,33.0,16150.0,0.41602146484374997,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00405000,2025-10-17 17:42:53+00:00,405.0,1.61,1.46,1.47,-0.41999996,-20.689653,1.0,659.0,0.4100400793457031,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00410000,2025-10-20 16:27:00+00:00,410.0,1.55,1.52,1.53,-0.4100001,-20.918371,1.0,2032.0,0.40405869384765625,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00415000,2025-10-20 13:34:45+00:00,415.0,1.73,1.58,1.59,-0.54999995,-24.122807,1.0,2809.0,0.3979552392578125,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00420000,2025-10-20 17:11:05+00:00,420.0,1.66,1.65,1.66,-0.45999992,-21.69811,2.0,3264.0,0.3922179919433594,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00425000,2025-10-20 17:35:54+00:00,425.0,1.73,1.72,1.73,-0.5,-22.421524,8.0,778.0,0.3864807446289062,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00430000,2025-10-17 18:45:53+00:00,430.0,2.31,1.78,1.79,0.0,0.0,1.0,1300.0,0.38019418640136715,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00435000,2025-10-20 15:07:53+00:00,435.0,1.9,1.85,1.87,-0.66999996,-26.070036,22.0,3630.0,0.3746400427246094,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00440000,2025-10-17 19:21:27+00:00,440.0,2.41,1.93,1.95,0.0,0.0,25.0,13153.0,0.3689638299560547,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00445000,2025-10-20 15:06:18+00:00,445.0,2.03,2.01,2.02,-0.49,-19.444445,4.0,705.0,0.3629214099121094,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00450000,2025-10-20 18:07:23+00:00,450.0,2.1,2.09,2.11,-0.47000003,-18.28794,22.0,10557.0,0.35742830078125,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00455000,2025-10-17 19:17:25+00:00,455.0,2.75,2.19,2.2,0.0,0.0,11.0,962.0,0.3518131225585937,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00460000,2025-10-20 14:00:30+00:00,460.0,2.4,2.28,2.3,-0.43999982,-15.492951,4.0,1313.0,0.3464420825195312,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00465000,2025-10-17 19:25:26+00:00,465.0,2.53,2.38,2.39,-0.44000006,-14.814817,10.0,1248.0,0.34064380065917965,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00470000,2025-10-20 14:04:03+00:00,470.0,2.62,2.48,2.49,-0.5,-16.025642,27.0,6650.0,0.3350896569824219,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00475000,2025-10-20 13:59:52+00:00,475.0,2.78,2.6,2.61,-0.48000002,-14.723927,7.0,3732.0,0.3299017205810546,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00480000,2025-10-20 18:03:10+00:00,480.0,2.72,2.71,2.72,-0.71000004,-20.699709,11.0,4675.0,0.3244086114501953,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00485000,2025-10-20 13:58:16+00:00,485.0,3.04,2.83,2.85,-0.53999996,-15.083798,9.0,3511.0,0.319220675048828,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00490000,2025-10-20 13:58:16+00:00,490.0,3.18,2.96,2.98,-0.47000003,-12.876713,250.0,3400.0,0.3139411868286133,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00495000,2025-10-20 16:10:50+00:00,495.0,3.21,3.11,3.13,-0.71000004,-18.112244,16.0,6969.0,0.3089668713378906,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00500000,2025-10-20 17:19:14+00:00,500.0,3.25,3.26,3.28,-0.69000006,-17.512691,435.0,26074.0,0.30383996948242187,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00505000,2025-10-17 19:28:00+00:00,505.0,3.67,3.41,3.43,-0.6500001,-15.046297,10.0,2914.0,0.2985909985351562,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00510000,2025-10-20 17:05:30+00:00,510.0,3.62,3.59,3.6,-0.9100003,-20.088306,24.0,5606.0,0.29358616577148433,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00515000,2025-10-20 14:00:38+00:00,515.0,4.03,3.76,3.78,-0.7399998,-15.513622,6.0,1640.0,0.2885813330078124,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00520000,2025-10-20 16:23:02+00:00,520.0,4.11,3.96,3.98,-0.88999987,-17.799997,126.0,5198.0,0.2837901211547851,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00525000,2025-10-20 18:00:00+00:00,525.0,4.2,4.17,4.2,-1.2200003,-22.50923,1429.0,6943.0,0.2791514956665039,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00530000,2025-10-20 13:59:30+00:00,530.0,4.73,4.4,4.42,-0.8000002,-14.466548,29.0,7364.0,0.2742992492675781,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00535000,2025-10-20 17:28:22+00:00,535.0,4.68,4.63,4.66,-1.1700001,-20.000002,29.0,4118.0,0.26959958923339844,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00540000,2025-10-20 18:03:27+00:00,540.0,4.91,4.9,4.92,-1.0900002,-18.16667,146.0,7581.0,0.26496096374511713,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00545000,2025-10-20 16:10:50+00:00,545.0,5.33,5.16,5.18,-1.19,-18.251535,343.0,3429.0,0.26010871734619145,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00550000,2025-10-20 18:03:29+00:00,550.0,5.47,5.45,5.47,-1.3600001,-19.912155,31.0,9681.0,0.255439574584961,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00555000,2025-10-20 17:23:39+00:00,555.0,5.76,5.76,5.79,-1.4899998,-20.55172,31.0,2779.0,0.25095353546142574,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00560000,2025-10-20 17:23:54+00:00,560.0,6.14,6.08,6.11,-1.3600001,-18.133335,160.0,3134.0,0.24622335815429688,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00565000,2025-10-20 15:04:38+00:00,565.0,6.53,6.44,6.47,-1.56,-19.283066,8.0,4804.0,0.2417068017578125,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00570000,2025-10-20 18:07:07+00:00,570.0,6.81,6.81,6.84,-1.7400002,-20.35088,17.0,5314.0,0.23705291763305664,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00575000,2025-10-20 17:40:52+00:00,575.0,7.22,7.22,7.24,-1.8200002,-20.132746,385.0,15325.0,0.23246006805419922,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00580000,2025-10-20 16:58:50+00:00,580.0,7.8,7.63,7.66,-1.71,-17.981071,30.0,21107.0,0.22779092529296874,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00585000,2025-10-20 18:07:07+00:00,585.0,8.09,8.1,8.12,-2.9399996,-26.654575,81.0,2692.0,0.22324385162353516,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00590000,2025-10-20 16:11:55+00:00,590.0,8.85,8.56,8.59,-1.79,-16.823307,9.0,7062.0,0.218483157043457,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00595000,2025-10-20 17:18:10+00:00,595.0,9.1,9.06,9.1,-2.2199993,-19.611303,100.0,3005.0,0.21379875564575196,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00600000,2025-10-20 18:09:59+00:00,600.0,9.66,9.63,9.66,-1.9499998,-16.795864,1519.0,16944.0,0.2092211647033691,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00605000,2025-10-20 18:01:02+00:00,605.0,10.24,10.22,10.25,-2.3900003,-18.9232,1527.0,14584.0,0.20455202194213862,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00610000,2025-10-20 17:28:06+00:00,610.0,10.91,10.82,10.86,-2.17,-16.590214,4394.0,148001.0,0.19968451690673827,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00615000,2025-10-20 18:05:04+00:00,615.0,11.49,11.51,11.54,-2.6999998,-19.027483,77.0,112640.0,0.1950153741455078,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00620000,2025-10-20 17:18:31+00:00,620.0,12.26,12.21,12.25,-2.6399994,-17.718117,75.0,7087.0,0.19016312774658206,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00625000,2025-10-20 17:53:55+00:00,625.0,13.04,12.97,13.01,-2.6899996,-17.10108,875.0,4495.0,0.185280364074707,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00630000,2025-10-20 17:55:23+00:00,630.0,13.89,13.79,13.83,-2.7599993,-16.576572,40.0,7657.0,0.18038234176635742,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00635000,2025-10-20 17:07:57+00:00,635.0,14.79,14.65,14.7,-3.1799994,-17.696157,98.0,3038.0,0.17536225036621095,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00640000,2025-10-20 18:07:08+00:00,640.0,15.62,15.58,15.62,-3.3399992,-17.61603,73.0,7672.0,0.17017431396484378,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00645000,2025-10-20 17:28:57+00:00,645.0,16.77,16.64,16.67,-3.4799995,-17.185183,57.0,3259.0,0.16530680892944338,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00650000,2025-10-20 18:07:22+00:00,650.0,17.72,17.73,17.78,-3.8100014,-17.696243,1923.0,6549.0,0.16024094161987307,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00655000,2025-10-20 17:44:06+00:00,655.0,18.97,18.91,18.95,-3.5300007,-15.688891,267.0,9454.0,0.154930936126709,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00660000,2025-10-20 18:02:36+00:00,660.0,20.25,20.24,20.29,-4.0,-16.494844,348.0,8898.0,0.14997187927246097,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00665000,2025-10-20 16:49:41+00:00,665.0,22.24,21.68,21.73,-3.4099998,-13.294347,163.0,3760.0,0.1448526067352295,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00670000,2025-10-20 18:08:36+00:00,670.0,23.28,23.27,23.3,-4.7299995,-16.886824,423.0,4422.0,0.1396875582885742,False,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00675000,2025-10-20 18:02:21+00:00,675.0,24.95,24.98,25.03,-4.699999,-15.851598,400.0,2028.0,0.1345530271148682,True,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00680000,2025-10-20 17:41:33+00:00,680.0,26.9,26.83,26.9,-5.3500004,-16.58915,50.0,1506.0,0.1292353923034668,True,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00685000,2025-10-17 19:13:07+00:00,685.0,31.16,28.85,29.09,-2.7700005,-8.163869,2.0,195.0,0.1246806893157959,True,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00690000,2025-10-20 18:05:43+00:00,690.0,31.23,31.12,31.39,-8.700001,-21.78813,21.0,88.0,0.11956141677856444,True,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00695000,2025-10-20 18:05:43+00:00,695.0,33.75,33.69,33.92,-8.98,-21.015678,18.0,87.0,0.11444977355957033,True,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00700000,2025-10-20 18:05:43+00:00,700.0,36.49,36.35,36.62,-5.5099983,-13.119043,35.0,1081.0,0.10883459533691406,True,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00705000,2025-10-20 16:36:20+00:00,705.0,40.69,39.39,39.71,-10.290001,-20.18439,1.0,73.0,0.1040433834838867,True,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00710000,2025-10-17 16:50:28+00:00,710.0,50.63,42.66,42.85,0.0,0.0,1.0,90.0,0.09746691116333009,True,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00715000,2025-10-13 14:29:51+00:00,715.0,56.11,46.03,46.53,0.0,0.0,4.0,36.0,0.09285880294799803,True,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00720000,2025-10-20 15:15:48+00:00,720.0,50.21,49.86,50.33,-8.389999,-14.317406,4.0,39.0,0.08646543426513673,True,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00725000,2025-08-19 14:12:23+00:00,725.0,81.08,61.35,64.55,0.0,0.0,1.0,0.0,0.1715018153381348,True,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00730000,2025-10-20 14:50:35+00:00,730.0,59.6,56.96,60.26,-2.7700005,-4.441239,2.0,2.0,0.09757372161865235,True,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00740000,2025-08-12 18:33:05+00:00,740.0,97.86,76.31,79.5,0.0,0.0,,0.0,0.19446606323242188,True,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00750000,2025-09-09 19:34:24+00:00,750.0,99.49,94.4,97.53,0.0,0.0,,0.0,0.26643342216491694,True,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00800000,2025-10-15 17:18:03+00:00,800.0,139.5,126.53,129.6,0.0,0.0,,0.0,0.156533092956543,True,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00830000,2024-12-20 19:28:47+00:00,830.0,235.15,220.62,224.38,0.0,0.0,10.0,0.0,0.6701616846466066,True,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00840000,2025-02-03 19:15:25+00:00,840.0,240.24,0.0,0.0,0.0,0.0,40.0,0.0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00845000,2025-09-17 13:50:41+00:00,845.0,185.89,178.52,181.79,0.0,0.0,10.0,0.0,0.30054410400390624,True,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260320P00850000,2025-09-17 13:50:19+00:00,850.0,191.25,183.47,186.79,0.0,0.0,10.0,0.0,0.30573204040527346,True,REGULAR,USD,put,2026-03-20,671.5900268554688,2025-10-20_14-42-58_ET
SPY260331C00345000,2025-09-10 17:50:57+00:00,345.0,313.37,313.5,316.84,0.0,0.0,3.0,3.0,1.0000000000000003e-05,True,REGULAR,USD,call,2026-03-31,671.5900268554688,2025-10-20_14-42-58_ET
SPY260331C00350000,2025-07-01 14:44:35+00:00,350.0,276.19,317.57,320.9,0.0,0.0,92.0,46.0,1.0000000000000003e-05,True,REGULAR,USD,call,2026-03-31,671.5900268554688,2025-10-20_14-42-58_ET
SPY260331C00355000,2025-10-06 15:46:17+00:00,355.0,323.0,321.11,323.82,0.0,0.0,1.0,3.0,0.6323278955078125,True,REGULAR,USD,call,2026-03-31,671.5900268554688,2025-10-20_14-42-58_ET
SPY260331C00360000,2025-07-01 14:44:17+00:00,360.0,266.82,307.86,311.2,0.0,0.0,4.0,3.0,1.0000000000000003e-05,True,REGULAR,USD,call,2026-03-31,671.5900268554688,2025-10-20_14-42-58_ET
SPY260331C00365000,2025-06-05 13:33:57+00:00,365.0,241.9,269.58,272.61,0.0,0.0,1.0,1.0,1.0000000000000003e-05,True,REGULAR,USD,call,2026-03-31,671.5900268554688,2025-10-20_14-42-58_ET
SPY260331C00370000,2025-08-07 15:53:22+00:00,370.0,270.75,298.15,301.49,0.0,0.0,2.0,1.0,1.0000000000000003e-05,True,REGULAR,USD,call,2026-03-31,671.5900268554688,2025-10-20_14-42-58_ET
SPY260331C00375000,2025-08-04 13:40:24+00:00,375.0,261.23,293.3,296.64,0.0,0.0,44.0,46.0,0.242195078125,True,REGULAR,USD,call,2026-03-31,671.5900268554688,2025-10-20_14-42-58_ET
SPY260331C00380000,2025-10-17 13:48:57+00:00,380.0,286.87,296.77,299.49,0.0,0.0,12.0,13.0,0.5893290579223633,True,REGULAR,USD,call,2026-03-31,671.5900268554688,2025-10-20_14-42-58_ET
